Codice Letturista,Data Lettura,Ora Lettura,Latitude,Longitude,Accessibilità
MN0005,2024-07-24,12:22:00,45.1862265,10.8093857,
MN0005,2024-07-23,08:18:00,45.1864929,10.8048642,
MN0005,2024-07-23,08:23:00,45.1864233,10.8047157,
MN0005,2024-07-23,08:11:00,45.1864193,10.804326,
MN0005,2024-07-23,08:25:00,45.1864335,10.8042167,
MN0005,2024-07-23,08:20:00,45.1865153,10.804925,
MN0005,2024-07-23,13:27:00,45.185665,10.8050106,
MN0005,2024-07-23,13:28:00,45.185665,10.8050106,
MN0005,2024-07-23,11:50:00,45.1872607,10.8043677,
MN0233,2024-07-23,11:24:00,45.1884806,10.7819502,
MN0233,2024-07-23,11:22:00,45.1881815,10.7848154,
MN0233,2024-07-23,10:59:00,45.1876868,10.7848779,
MN0233,2024-07-23,11:00:00,45.1864137,10.7839216,
MN0233,2024-07-23,11:03:00,45.186967,10.7843685,
MN0233,2024-07-23,11:06:00,45.1864356,10.7839335,
MN0233,2024-07-23,11:18:00,45.1884806,10.7819502,
MN0233,2024-07-23,11:21:00,45.1876809,10.7848393,
MN0233,2024-07-23,10:13:00,45.1881973,10.7848268,
MN0536,2024-07-24,09:05:00,45.1949442,10.8012699,
MN0536,2024-07-24,09:06:00,45.1949442,10.8012699,
MN0005,2024-07-23,14:01:00,45.1868701,10.8049377,
MN0005,2024-07-23,11:53:00,45.187585,10.8043788,
MN0536,2024-07-23,09:13:00,45.1963924,10.8009927,
MN0005,2024-07-23,13:51:00,45.1859579,10.8047524,
MN0005,2024-07-23,13:52:00,45.1859579,10.8047524,
MN0005,2024-07-23,13:51:00,45.1859579,10.8047524,
MN0005,2024-07-23,13:50:00,45.1861195,10.8048416,
MN0005,2024-07-23,13:53:00,45.1859013,10.8048977,
MN0005,2024-07-23,13:52:00,45.1857924,10.8048619,
MN0005,2024-07-23,13:55:00,45.1859277,10.8048939,
MN0005,2024-07-23,13:53:00,45.1859013,10.8048977,
MN0233,2024-07-25,11:43:00,45.1918906,10.7882564,
MN0233,2024-07-25,11:30:00,45.1917933,10.7884035,
MN0233,2024-07-25,11:31:00,45.1916859,10.7882391,
MN0233,2024-07-25,11:39:00,45.1918259,10.7886009,
MN0233,2024-07-25,11:33:00,45.1917495,10.7886069,
MN0233,2024-07-25,11:40:00,45.1918259,10.7886009,
MN0409,2024-07-15,09:02:00,45.1961183,10.7981074,
MN0409,2024-07-15,08:30:00,45.1937473,10.7968356,
MN0409,2024-07-15,15:52:00,45.194053,10.7968943,
MN0409,2024-07-15,15:53:00,45.194053,10.7968943,
MN0233,2024-07-23,17:27:00,45.1879656,10.7819341,
MN0536,2024-07-23,10:00:00,45.2025666,10.795922,
MN0386,2024-07-30,14:59:00,45.1942555,10.7924753,
MN0233,2024-07-24,14:47:00,45.1907335,10.7857136,
MN0409,2024-07-15,15:49:00,45.1940366,10.7968802,
MN0409,2024-07-15,16:53:00,45.1939162,10.7972262,
MN0409,2024-07-15,15:46:00,45.1943986,10.7970834,
MN0409,2024-07-15,16:57:00,45.1940293,10.7972977,
MN0409,2024-07-15,08:37:00,45.194673,10.7967973,
MN0409,2024-07-15,08:53:00,45.1951859,10.7979992,
MN0409,2024-07-15,08:55:00,45.1953284,10.7981775,
MN0233,2024-07-23,14:34:00,45.1895945,10.7840418,
MN0525,2024-07-23,15:28:00,45.2046785,10.7918844,
MN0233,2024-07-22,14:27:00,45.1892767,10.7849181,
MN0233,2024-07-23,15:17:00,45.1889989,10.7851185,
MN0233,2024-07-23,15:07:00,45.1844834,10.7897443,
MN0233,2024-07-23,14:32:00,45.1895925,10.7840878,
MN0233,2024-07-23,15:11:00,45.1903841,10.7854413,
MN0233,2024-07-23,14:22:00,45.1844834,10.7897443,
MN0525,2024-07-22,10:25:00,45.1905034,10.7728596,
MN0386,2024-07-25,10:48:00,45.1895828,10.7871343,
MN0005,2024-07-22,10:29:00,45.1845141,10.808302,
MN0536,2024-07-23,14:30:00,45.1990642,10.7941814,
MN0525,2024-07-25,09:01:00,45.1901547,10.7921901,
MN0525,2024-07-25,09:02:00,45.1901547,10.7921901,
MN0022,2024-07-13,07:48:00,45.1923112,10.8008682,
MN0005,2024-07-22,08:24:00,45.1833833,10.8039289,
MN0233,2024-07-22,10:31:00,45.1880738,10.7938736,
MN0005,2024-07-27,11:58:00,45.2061988,10.7916842,
MN0022,2024-07-13,11:24:00,45.1920336,10.8028325,
MN0386,2024-07-30,14:22:00,45.193493,10.7926317,
MN0005,2024-07-23,14:03:00,45.1869226,10.8048433,
MN0005,2024-07-23,13:42:00,45.1859187,10.804489,
MN0005,2024-07-23,13:47:00,45.1860131,10.8043304,
MN0386,2024-07-25,14:26:00,45.1886926,10.7909886,
MN0386,2024-07-25,14:26:00,45.1886655,10.7908027,
MN0386,2024-07-25,14:21:00,45.1885408,10.7907045,
MN0525,2024-07-25,15:04:00,45.1951212,10.7954568,
MN0525,2024-07-25,15:03:00,45.1954194,10.7958746,
MN0005,2024-07-23,13:50:00,45.1861195,10.8048416,
MN0005,2024-07-23,13:32:00,45.1856113,10.8046775,
MN0005,2024-07-23,13:32:00,45.1856113,10.8046775,
MN0005,2024-07-23,13:32:00,45.1856113,10.8046775,
MN0005,2024-07-23,13:36:00,45.1857502,10.8045764,
MN0005,2024-07-23,13:37:00,45.1856692,10.8045999,
MN0005,2024-07-23,13:38:00,45.1855628,10.8045993,
MN0005,2024-07-23,13:36:00,45.1856692,10.8045999,
MN0005,2024-07-23,13:43:00,45.1859187,10.804489,
MN0005,2024-07-23,13:41:00,45.1859371,10.8044889,
MN0005,2024-07-23,13:41:00,45.1860051,10.804484,
MN0005,2024-07-23,13:42:00,45.1859371,10.8044889,
MN0005,2024-07-23,13:48:00,45.1860037,10.8044336,
MN0005,2024-07-23,13:49:00,45.1860224,10.8044516,
MN0233,2024-07-22,08:42:00,45.1885393,10.798773,
MN0022,2024-07-22,11:34:00,45.2034544,10.7926618,
MN0525,2024-09-08,14:14:00,45.2104507,10.7919506,
MN0525,2024-07-23,09:38:00,45.2007583,10.7977372,
MN0409,2024-07-15,15:06:00,45.1986079,10.7958861,
MN0022,2024-07-22,11:46:00,45.2022622,10.7917691,
MN0022,2024-07-22,11:23:00,45.2038502,10.7929367,
MN0233,2024-07-27,12:47:00,45.1986141,10.7997339,
MN0233,2024-07-27,12:38:00,45.1988816,10.7991378,
MN0233,2024-07-27,12:28:00,45.1996199,10.7988734,
MN0233,2024-07-27,12:27:00,45.1996199,10.7988734,
MN0233,2024-07-27,12:37:00,45.1988816,10.7991378,
MN0233,2024-07-27,12:34:00,45.1990801,10.798891,
MN0233,2024-07-27,13:10:00,45.1992615,10.7987296,
MN0233,2024-07-27,13:09:00,45.1992615,10.7987296,
MN0233,2024-07-27,12:56:00,45.1984647,10.7996844,
MN0233,2024-07-27,13:19:00,45.1984376,10.7996935,
MN0233,2024-07-27,13:26:00,45.1988075,10.7987762,
MN0233,2024-07-27,13:18:00,45.1989885,10.798438,
MN0233,2024-07-27,13:11:00,45.1989972,10.7985343,
MN0233,2024-07-27,13:21:00,45.1985941,10.7992695,
MN0233,2024-07-27,12:23:00,45.1995355,10.7986039,
MN0233,2024-07-27,12:22:00,45.1995389,10.7985976,
MN0233,2024-07-27,12:23:00,45.1995355,10.7986039,
MN0005,2024-07-24,09:53:00,45.1883676,10.8052713,
MN0525,2024-07-22,10:36:00,45.1888957,10.7740007,
MN0386,2024-07-23,08:09:00,45.1864834,10.790426,
MN0233,2024-07-22,15:08:00,45.1898871,10.7806248,
MN0536,2024-07-24,13:24:00,45.2023405,10.798284,
MN0005,2024-07-25,10:53:00,45.1937438,10.8015133,
MN0536,2024-07-22,14:17:00,45.1948581,10.800112,
MN0536,2024-07-24,10:40:00,45.19752,10.7999407,
MN0525,2024-07-23,08:44:00,45.2011849,10.7975969,
MN0536,2024-07-17,15:51:00,45.1929682,10.7270167,
MN0005,2024-07-27,10:17:00,45.2022719,10.8006643,
MN0536,2024-07-17,15:51:00,45.1930199,10.7271502,
MN0022,2024-07-22,11:21:00,45.2040225,10.7930259,
MN0022,2024-07-22,11:23:00,45.2041797,10.7930869,
MN0022,2024-07-22,09:51:00,45.2026746,10.7894871,
MN0022,2024-07-22,09:13:00,45.2000937,10.7891719,
MN0022,2024-07-22,10:06:00,45.2007324,10.7906428,
MN0022,2024-07-22,10:57:00,45.202488,10.7925475,
MN0005,2024-07-24,13:21:00,45.1869638,10.8093499,
MN0005,2024-07-24,13:19:00,45.1869796,10.8090546,
MN0005,2024-07-24,13:18:00,45.1869201,10.8090504,
MN0005,2024-07-24,13:31:00,45.1870319,10.8094021,
MN0022,2024-07-13,11:35:00,45.1922513,10.8031399,
MN0005,2024-07-24,13:30:00,45.1870151,10.8094558,
MN0005,2024-07-24,13:17:00,45.1869198,10.8090788,
MN0022,2024-07-22,09:12:00,45.2000937,10.7891719,
MN0022,2024-07-22,08:40:00,45.1991912,10.7889874,
MN0022,2024-07-22,08:55:00,45.1991224,10.7886336,
MN0022,2024-07-22,08:43:00,45.1991882,10.7891266,
MN0022,2024-07-22,10:07:00,45.2007349,10.7912162,
MN0022,2024-07-22,11:15:00,45.2032107,10.7927311,
MN0022,2024-07-22,10:43:00,45.1997777,10.7900404,
MN0022,2024-07-22,11:35:00,45.2035018,10.7926038,
MN0022,2024-07-22,11:19:00,45.2033825,10.7927734,
MN0022,2024-07-22,11:53:00,45.2019351,10.7906717,
MN0022,2024-07-22,11:36:00,45.2030518,10.7925988,
MN0386,2024-07-23,15:28:00,45.1865792,10.7906219,
MN0386,2024-07-23,15:28:00,45.186617,10.7906828,
MN0005,2024-07-25,08:08:00,45.1908309,10.8048128,
MN0525,2024-07-22,12:00:00,45.1919107,10.7739391,
MN0386,2024-07-23,11:43:00,45.1858744,10.7932706,
MN0005,2024-07-23,08:10:00,45.1862803,10.8042156,
MN0536,2024-07-17,15:10:00,45.1905919,10.7265871,
MN0005,2024-07-22,10:28:00,45.1845735,10.8085095,
MN0022,2024-07-13,11:10:00,45.1935863,10.8040034,
MN0005,2024-07-25,13:59:00,45.1904233,10.8027954,
MN0386,2024-07-24,14:50:00,45.1923363,10.7990976,
MN0005,2024-07-24,13:04:00,45.1868406,10.8063477,
MN0233,2024-07-25,15:08:00,45.1948177,10.7877468,
MN0536,2024-07-22,08:09:00,45.2109711,10.7960688,
MN0005,2024-07-25,08:11:00,45.1908625,10.8047627,
MN0525,2024-07-22,12:57:00,45.1915919,10.7754825,
MN0386,2024-07-25,11:00:00,45.1844834,10.7897443,
MN0536,2024-07-17,07:55:00,45.1959206,10.7209551,
MN0386,2024-07-23,14:42:00,45.1863767,10.7907963,
MN0386,2024-07-23,15:22:00,45.1869613,10.7906896,
MN0386,2024-07-23,15:23:00,45.1869613,10.7906896,
MN0386,2024-07-23,15:24:00,45.1869027,10.7906928,
MN0386,2024-07-23,15:24:00,45.1869027,10.7906928,
MN0386,2024-07-23,14:44:00,45.1859118,10.7907463,
MN0386,2024-07-23,15:13:00,45.1871533,10.7906708,
MN0386,2024-07-23,15:11:00,45.1875869,10.7904204,
MN0386,2024-07-23,15:13:00,45.1871533,10.7906708,
MN0386,2024-07-23,15:12:00,45.1872127,10.7906438,
MN0386,2024-07-23,14:52:00,45.1844834,10.7897443,
MN0386,2024-07-23,14:51:00,45.1862764,10.7926641,
MN0525,2024-07-25,08:39:00,45.190568,10.7921591,
MN0005,2024-07-24,08:33:00,45.1869475,10.8092804,
MN0005,2024-07-24,13:24:00,45.1871349,10.8096229,
MN0005,2024-07-24,13:29:00,45.1870296,10.8094273,
MN0005,2024-07-24,08:17:00,45.1863828,10.8080663,
MN0005,2024-07-24,08:25:00,45.1867824,10.8084745,
MN0005,2024-07-24,08:41:00,45.186461,10.8073976,
MN0233,2024-07-27,15:04:00,45.2002119,10.7970293,
MN0233,2024-07-23,11:29:00,45.1874768,10.7838198,
MN0525,2024-07-22,13:05:00,45.1923199,10.7752942,
MN0005,2024-07-24,08:14:00,45.1865443,10.8080557,
MN0005,2024-07-24,13:37:00,45.1861284,10.809205,
MN0005,2024-07-24,13:38:00,45.186132,10.8091648,
MN0005,2024-07-24,13:41:00,45.1861325,10.8091997,
MN0005,2024-07-24,08:37:00,45.1867893,10.8083345,
MN0005,2024-07-24,08:28:00,45.1871247,10.8094919,
MN0022,2024-07-22,08:39:00,45.1997171,10.7890621,
MN0022,2024-07-22,09:35:00,45.2018804,10.7904058,
MN0022,2024-07-22,09:41:00,45.2023481,10.7898016,
MN0386,2024-07-23,14:55:00,45.1867239,10.7914171,
MN0525,2024-07-23,14:11:00,45.202981,10.7889852,
MN0022,2024-07-13,11:24:00,45.1921176,10.8033551,
MN0536,2024-07-17,09:18:00,45.1965923,10.7208883,
MN0525,2024-07-22,14:26:00,45.1928868,10.773833,
MN0005,2024-07-23,15:56:00,45.2031607,10.790952,
MN0005,2024-07-22,13:18:00,45.1839828,10.8077726,
MN0386,2024-07-25,10:49:00,45.1892971,10.787136,
MN0386,2024-07-24,09:33:00,45.1901974,10.7907157,
MN0022,2024-07-22,09:51:00,45.2026746,10.7894871,
MN0022,2024-07-22,09:50:00,45.2026495,10.7895136,
MN0022,2024-07-22,09:50:00,45.2026746,10.7894871,
MN0022,2024-07-22,09:59:00,45.201861,10.7906833,
MN0022,2024-07-22,09:41:00,45.2023481,10.7898016,
MN0022,2024-07-22,09:55:00,45.2020589,10.7903171,
MN0022,2024-07-22,08:44:00,45.1990031,10.7887052,
MN0022,2024-07-22,10:01:00,45.2014866,10.791108,
MN0022,2024-07-22,08:45:00,45.199073,10.7888515,
MN0022,2024-07-22,09:27:00,45.2011435,10.7901046,
MN0022,2024-07-22,09:35:00,45.2018368,10.7903929,
MN0005,2024-07-27,11:56:00,45.2054015,10.8003002,
MN0022,2024-07-13,10:11:00,45.1888173,10.7997212,
MN0005,2024-06-08,13:04:00,45.2031122,10.7984736,
MN0005,2024-07-23,13:16:00,45.1855161,10.8058397,
MN0536,2024-07-23,08:17:00,45.2011927,10.801607,
MN0022,2024-07-22,10:18:00,45.2001695,10.7907237,
MN0022,2024-07-22,10:42:00,45.1999985,10.7892812,
MN0022,2024-07-22,11:33:00,45.2034839,10.7917718,
MN0022,2024-07-22,09:33:00,45.2014541,10.7911292,
MN0022,2024-07-22,09:44:00,45.2025188,10.7897754,
MN0022,2024-07-22,09:44:00,45.2025188,10.7897754,
MN0022,2024-07-22,09:48:00,45.202517,10.7895993,
MN0022,2024-07-22,09:53:00,45.2022952,10.7900529,
MN0022,2024-07-22,08:53:00,45.1990197,10.7887676,
MN0022,2024-07-22,09:42:00,45.2023351,10.789736,
MN0022,2024-07-22,09:40:00,45.2022006,10.7901556,
MN0022,2024-07-22,09:38:00,45.202041,10.7901109,
MN0022,2024-07-22,09:36:00,45.2018368,10.7903929,
MN0022,2024-07-22,09:38:00,45.202041,10.7901109,
MN0022,2024-07-22,10:08:00,45.200695,10.7907005,
MN0005,2024-07-24,08:30:00,45.186975,10.8094001,
MN0022,2024-07-22,09:29:00,45.2011573,10.7903413,
MN0525,2024-07-23,14:25:00,45.2030598,10.7909094,
MN0005,2024-07-27,12:01:00,45.2054838,10.8004586,
MN0536,2024-07-17,11:24:00,45.1958588,10.7264579,
MN0005,2024-07-25,12:42:00,45.1920063,10.8060271,
MN0525,2024-07-23,10:33:00,45.2014753,10.7974605,
MN0525,2024-07-22,12:53:00,45.1917915,10.7753953,
MN0022,2024-07-22,16:08:00,45.2043749,10.7929231,
MN0386,2024-07-22,08:22:00,45.1887738,10.7946612,
MN0233,2024-07-23,15:43:00,45.2044871,10.7929824,
MN0386,2024-07-23,10:34:00,45.1865578,10.7940084,
MN0536,2024-07-17,14:42:00,45.1931329,10.7265838,
MN0005,2024-07-27,11:57:00,45.2054615,10.8004654,
MN0525,2024-07-22,15:04:00,45.1973029,10.7681955,
MN0022,2024-07-22,09:24:00,45.2007109,10.7903231,
MN0022,2024-07-22,10:27:00,45.2003947,10.7935734,
MN0022,2024-07-22,10:39:00,45.2000086,10.790151,
MN0536,2024-07-17,14:40:00,45.1931766,10.7268719,
MN0005,2024-07-25,08:22:00,45.1903268,10.8021473,
MN0005,2024-07-27,10:17:00,45.202284,10.8006351,
MN0386,2024-07-22,14:16:00,45.1860995,10.7947836,
MN0536,2024-07-17,14:56:00,45.1924454,10.725921,
MN0022,2024-07-22,09:04:00,45.1995337,10.788549,
MN0022,2024-07-22,09:07:00,45.1993344,10.7886605,
MN0022,2024-07-22,09:05:00,45.1993931,10.7888263,
MN0022,2024-07-22,09:02:00,45.1989556,10.7885922,
MN0022,2024-07-22,08:57:00,45.1991562,10.7883377,
MN0022,2024-07-22,10:50:00,45.2013679,10.791268,
MN0022,2024-07-22,09:37:00,45.2020522,10.7901525,
MN0005,2024-07-23,08:36:00,45.1819184,10.8017404,
MN0022,2024-07-22,08:46:00,45.1990576,10.7888169,
MN0022,2024-07-22,08:51:00,45.1991271,10.7887858,
MN0386,2024-07-22,12:04:00,45.1865316,10.7944317,
MN0022,2024-07-22,08:46:00,45.1990576,10.7888169,
MN0022,2024-07-22,08:47:00,45.1990107,10.7886195,
MN0022,2024-07-22,08:47:00,45.1990412,10.7887358,
MN0022,2024-07-22,10:03:00,45.2012749,10.7905207,
MN0022,2024-07-22,11:37:00,45.2029048,10.7923672,
MN0022,2024-07-22,11:30:00,45.203503,10.7925907,
MN0022,2024-07-22,11:31:00,45.2035847,10.7925329,
MN0022,2024-07-22,10:12:00,45.2002931,10.7915586,
MN0022,2024-07-22,09:21:00,45.2004603,10.7897305,
MN0022,2024-07-22,11:07:00,45.2027404,10.7922151,
MN0022,2024-07-22,10:36:00,45.1999725,10.7902348,
MN0386,2024-07-23,08:02:00,45.1862318,10.7903174,
MN0022,2024-07-22,11:27:00,45.2038319,10.7926975,
MN0022,2024-07-22,10:36:00,45.2000855,10.790462,
MN0022,2024-07-22,10:29:00,45.2007279,10.7902817,
MN0525,2024-07-25,09:42:00,45.1917247,10.7942994,
MN0005,2024-07-23,16:04:00,45.202971,10.7911212,
MN0005,2024-07-27,11:59:00,45.2061988,10.7916842,
MN0005,2024-07-27,08:24:00,45.2070275,10.7968689,
MN0525,2024-09-08,08:59:00,45.2127884,10.7907095,
MN0536,2024-07-17,08:05:00,45.195737,10.7202736,
MN0005,2024-07-25,13:53:00,45.1898915,10.8026731,
MN0233,2024-07-23,16:55:00,45.206548,10.7914082,
MN0233,2024-07-22,08:41:00,45.1883013,10.7975047,
MN0005,2024-07-25,11:24:00,45.1925373,10.8019251,
MN0005,2024-07-24,09:12:00,45.1854637,10.8069857,
MN0536,2024-07-17,10:18:00,45.1957331,10.7241875,
MN0536,2024-07-17,10:18:00,45.1957331,10.7241875,
MN0536,2024-07-24,16:02:00,45.2066277,10.7903035,
MN0525,2024-07-25,08:32:00,45.1908091,10.7917421,
MN0525,2024-07-25,09:35:00,45.1919686,10.794353,
MN0525,2024-07-25,09:30:00,45.1922006,10.7942416,
MN0233,2024-07-25,13:27:00,45.1903777,10.7904277,
MN0386,2024-07-22,14:18:00,45.1860995,10.7947836,
MN0005,2024-07-24,11:49:00,45.1885119,10.8067809,
MN0525,2024-07-25,09:51:00,45.1918847,10.7948398,
MN0525,2024-07-25,09:52:00,45.1918847,10.7948398,
MN0525,2024-07-25,09:52:00,45.1918847,10.7948398,
MN0525,2024-07-25,10:00:00,45.1920771,10.7944688,
MN0525,2024-07-25,09:59:00,45.1921902,10.7944101,
MN0525,2024-07-25,09:48:00,45.1918197,10.7953397,
MN0525,2024-07-25,10:00:00,45.1921873,10.7944377,
MN0525,2024-07-25,09:48:00,45.1918197,10.7953397,
MN0386,2024-07-25,08:44:00,45.1887468,10.789325,
MN0386,2024-07-25,08:50:00,45.1886468,10.7888637,
MN0386,2024-07-25,08:17:00,45.1890081,10.7892944,
MN0386,2024-07-25,08:14:00,45.189221,10.7895361,
MN0386,2024-07-25,08:13:00,45.1892435,10.7895827,
MN0386,2024-07-25,08:46:00,45.1886465,10.7888692,
MN0386,2024-07-25,08:41:00,45.1886863,10.7894816,
MN0386,2024-07-25,08:18:00,45.1893127,10.7895518,
MN0386,2024-07-25,08:12:00,45.1893413,10.789656,
MN0386,2024-07-25,08:11:00,45.1893413,10.789656,
MN0525,2024-07-25,09:46:00,45.1915177,10.7948519,
MN0525,2024-07-25,09:38:00,45.1911422,10.7943055,
MN0005,2024-07-27,08:24:00,45.2071622,10.7969366,
MN0386,2024-07-24,09:27:00,45.1902925,10.7905839,
MN0525,2024-07-23,10:03:00,45.2011177,10.7964473,
MN0525,2024-09-08,15:32:00,45.2089937,10.7926609,
MN0525,2024-07-24,08:27:00,45.1920716,10.7931193,
MN0386,2024-07-25,12:59:00,45.1997149,10.791794,
MN0386,2024-07-22,13:07:00,45.1861873,10.7924676,
MN0386,2024-07-25,14:45:00,45.1899135,10.7950543,
MN0386,2024-07-25,15:09:00,45.1898819,10.7943131,
MN0386,2024-07-25,14:51:00,45.1899673,10.7944448,
MN0386,2024-07-25,14:48:00,45.1898683,10.7949649,
MN0386,2024-07-25,14:43:00,45.1898781,10.7949767,
MN0386,2024-07-25,14:40:00,45.1899287,10.7951478,
MN0386,2024-07-25,14:38:00,45.1896863,10.7956636,
MN0386,2024-07-25,15:11:00,45.1899687,10.7942913,
MN0386,2024-07-25,15:02:00,45.1899949,10.7942686,
MN0525,2024-07-25,10:03:00,45.1920047,10.7936078,
MN0525,2024-07-25,09:48:00,45.1918197,10.7953397,
MN0233,2024-07-22,09:02:00,45.1880136,10.7957749,
MN0233,2024-07-22,09:06:00,45.1875437,10.7979933,
MN0233,2024-07-22,09:12:00,45.1886006,10.7962872,
MN0233,2024-07-22,09:00:00,45.1885958,10.7964678,
MN0233,2024-07-22,09:10:00,45.1886655,10.7965444,
MN0233,2024-07-22,08:59:00,45.188745,10.7962317,
MN0233,2024-07-22,09:08:00,45.1882401,10.7959562,
MN0525,2024-07-23,13:02:00,45.202767,10.797477,
MN0233,2024-07-22,08:55:00,45.1885611,10.7966963,
MN0233,2024-07-22,08:52:00,45.1886695,10.7969882,
MN0233,2024-07-24,09:13:00,45.1901401,10.7824927,
MN0536,2024-07-24,09:54:00,45.196524,10.8003199,
MN0386,2024-07-23,11:34:00,45.185971,10.7918439,
MN0005,2024-07-23,12:16:00,45.1851553,10.8051804,
MN0005,2024-07-24,11:38:00,45.1877981,10.8073415,
MN0005,2024-07-23,13:35:00,45.1856137,10.8047513,
MN0233,2024-07-23,12:33:00,45.1876634,10.7806101,
MN0233,2024-07-23,12:33:00,45.1877847,10.7805168,
MN0525,2024-07-22,10:25:00,45.1905034,10.7728596,
MN0525,2024-07-22,10:26:00,45.1905843,10.773032,
MN0386,2024-07-22,08:59:00,45.187935,10.7959026,
MN0005,2024-07-30,15:50:00,45.2120506,10.7939833,
MN0386,2024-07-22,13:05:00,45.1859435,10.7924516,
MN0525,2024-07-22,11:43:00,45.1917923,10.7731375,
MN0536,2024-07-23,12:20:00,45.2047444,10.7944385,
MN0005,2024-07-25,09:35:00,45.189903,10.8058331,
MN0005,2024-07-25,09:34:00,45.189903,10.8058331,
MN0005,2024-07-25,09:19:00,45.1888951,10.8042735,
MN0005,2024-07-25,09:33:00,45.1899661,10.8058174,
MN0005,2024-07-25,09:33:00,45.1899083,10.8058159,
MN0005,2024-07-25,09:33:00,45.1899661,10.8058174,
MN0005,2024-07-25,09:25:00,45.1886079,10.8055964,
MN0409,2024-07-15,15:49:00,45.1940366,10.7968802,
MN0005,2024-07-25,09:23:00,45.1886781,10.8056474,
MN0005,2024-07-25,09:23:00,45.1886781,10.8056474,
MN0005,2024-07-25,09:24:00,45.1887033,10.8056974,
MN0005,2024-07-25,09:23:00,45.188746,10.8054447,
MN0386,2024-07-25,10:21:00,45.1876684,10.786981,
MN0005,2024-07-25,09:30:00,45.1899634,10.8059964,
MN0536,2024-07-22,09:24:00,45.207745,10.7946795,
MN0233,2024-07-22,08:51:00,45.1973099,10.7979902,
MN0233,2024-07-23,11:41:00,45.1870573,10.7827104,
MN0386,2024-07-23,15:02:00,45.1870747,10.7912528,
MN0386,2024-07-23,15:01:00,45.1870847,10.7912743,
MN0386,2024-07-23,15:01:00,45.1870847,10.7912743,
MN0386,2024-07-23,15:02:00,45.1870747,10.7912528,
MN0386,2024-07-23,14:55:00,45.1867239,10.7914171,
MN0386,2024-07-23,15:29:00,45.186617,10.7906828,
MN0386,2024-07-23,15:18:00,45.1868706,10.7907731,
MN0386,2024-07-23,15:30:00,45.1866181,10.7908346,
MN0386,2024-07-23,15:02:00,45.1870883,10.7913315,
MN0022,2024-07-13,09:25:00,45.1894478,10.8027028,
MN0022,2024-07-13,09:25:00,45.1894478,10.8027028,
MN0386,2024-07-23,15:01:00,45.1870821,10.7913742,
MN0386,2024-07-23,14:52:00,45.1844834,10.7897443,
MN0386,2024-07-23,15:19:00,45.1868816,10.7907527,
MN0386,2024-07-23,15:21:00,45.186878,10.7908037,
MN0386,2024-07-23,15:20:00,45.1869736,10.7907966,
MN0386,2024-07-23,15:20:00,45.186878,10.7908037,
MN0233,2024-07-24,12:47:00,45.1897271,10.7793524,
MN0536,2024-07-17,14:26:00,45.1941726,10.7266523,
MN0386,2024-07-30,11:39:00,45.197782,10.7945956,
MN0233,2024-07-27,15:09:00,45.2004627,10.7968303,
MN0005,2024-07-30,13:29:00,45.1990883,10.8005977,
MN0005,2024-07-23,11:57:00,45.1854356,10.8052664,
MN0005,2024-07-27,08:28:00,45.206942,10.7969505,
MN0525,2024-07-22,10:00:00,45.1914362,10.7711275,
MN0005,2024-07-30,14:09:00,45.2000431,10.7996667,
MN0022,2024-07-22,13:14:00,45.1971741,10.7886913,
MN0233,2024-07-22,09:53:00,45.1881251,10.7914477,
MN0022,2024-07-13,07:49:00,45.1923631,10.80097,
MN0005,2024-07-24,08:01:00,45.1846873,10.806963,
MN0005,2024-07-23,13:27:00,45.1857132,10.8049038,
MN0005,2024-07-25,10:49:00,45.1937676,10.8013532,
MN0386,2024-07-24,14:44:00,45.1924913,10.7992684,
MN0386,2024-07-25,12:14:00,45.1946576,10.7906786,
MN0005,2024-07-27,11:34:00,45.2053151,10.7972608,
MN0233,2024-07-22,10:48:00,45.1879726,10.7946472,
MN0536,2024-07-22,09:12:00,45.2074463,10.7949256,
MN0536,2024-07-17,13:33:00,45.1942399,10.7250864,
MN0005,2024-07-27,11:36:00,45.2052682,10.7973058,
MN0005,2024-07-24,14:07:00,45.1885992,10.8058735,
MN0386,2024-07-22,10:52:00,45.1846077,10.7953445,
MN0386,2024-07-25,11:05:00,45.1844834,10.7897443,
MN0233,2024-07-23,16:11:00,45.2078539,10.7907582,
MN0386,2024-07-30,14:24:00,45.1935474,10.7927082,
MN0233,2024-07-24,10:53:00,45.1933466,10.7867857,
MN0233,2024-07-23,16:48:00,45.2104836,10.7933178,
MN0005,2024-07-27,11:22:00,45.2049234,10.797417,
MN0233,2024-07-27,14:40:00,45.2005584,10.7989198,
MN0536,2024-07-24,16:06:00,45.207129,10.7900949,
MN0005,2024-07-22,15:24:00,45.1845344,10.8092796,
MN0386,2024-07-25,11:01:00,45.1844834,10.7897443,
MN0386,2024-07-24,09:32:00,45.1902165,10.790764,
MN0022,2024-07-22,08:10:00,45.1961597,10.7900303,
MN0022,2024-07-13,07:54:00,45.1925193,10.8013443,
MN0022,2024-07-13,07:58:00,45.1929431,10.801489,
MN0022,2024-07-13,08:03:00,45.1925618,10.8016264,
MN0022,2024-07-13,07:43:00,45.1923176,10.80093,
MN0022,2024-07-13,07:48:00,45.1923142,10.8009022,
MN0022,2024-07-13,07:52:00,45.1923241,10.8009259,
MN0022,2024-07-13,07:47:00,45.1923017,10.8008347,
