Codice Letturista,Data Lettura,Ora Lettura,Latitude,Longitude,Accessibilità
MN0409,2024-06-08,15:03:00,45.1527586,10.7716705,
MN0409,2024-06-08,11:09:00,45.1515244,10.7711928,
MN0409,2024-06-08,14:41:00,45.151692,10.7713384,
MN0409,2024-06-08,14:11:00,45.1509056,10.7703933,
MN0386,2024-08-08,13:24:00,45.1532773,10.7976729,
MN0022,2024-03-08,11:05:00,45.1458472,10.7692178,
MN0022,2024-03-08,11:02:00,45.1458657,10.7692277,
MN0022,2024-08-08,10:31:00,45.1449109,10.7666104,
MN0409,2024-06-08,11:46:00,45.1505994,10.7709375,
MN0409,2024-06-08,13:59:00,45.1506215,10.7704309,
MN0409,2024-06-08,13:31:00,45.1499343,10.7707861,
MN0233,2024-07-08,15:28:00,45.138102,10.8757766,
MN0409,2024-06-08,13:18:00,45.1499183,10.7710638,
MN0409,2024-06-08,13:13:00,45.1496655,10.771465,
MN0409,2024-06-08,13:13:00,45.1496655,10.771465,
MN0409,2024-07-08,08:08:00,45.1516034,10.7719151,
MN0409,2024-07-08,09:57:00,45.1510028,10.7717315,
MN0409,2024-07-08,09:52:00,45.1507928,10.7719818,
MN0409,2024-07-08,13:05:00,45.1500735,10.7721704,
MN0409,2024-07-08,08:47:00,45.1498011,10.7701401,
MN0409,2024-07-08,08:25:00,45.1498978,10.7700192,
MN0409,2024-07-08,08:38:00,45.1493678,10.7697945,
MN0022,2024-05-08,08:08:00,45.1464597,10.7690952,
MN0022,2024-08-08,11:46:00,45.1496767,10.7703772,
MN0409,2024-07-08,09:29:00,45.1492244,10.7702247,
MN0409,2024-07-08,09:20:00,45.1488946,10.7703737,
MN0022,2024-09-08,12:43:00,45.1436551,10.766348,
MN0022,2024-03-08,11:05:00,45.145874,10.7692327,
MN0005,2024-07-08,09:06:00,45.1491441,10.7916951,
MN0386,2024-09-08,10:55:00,45.1552402,10.7976007,
MN0005,2024-05-08,09:29:00,45.1492544,10.7874921,
MN0386,2024-08-08,10:11:00,45.1521314,10.7996057,
MN0233,2024-08-08,12:18:00,45.1510109,10.793375,
MN0409,2024-07-08,11:00:00,45.1485029,10.7703006,
MN0409,2024-07-08,11:02:00,45.1485029,10.7703006,
MN0005,2024-07-08,12:07:00,45.1482736,10.7906439,
MN0409,2024-07-08,11:38:00,45.1477791,10.7696295,
MN0409,2024-07-08,11:31:00,45.14768,10.7696359,
MN0409,2024-07-08,12:01:00,45.1485202,10.7703037,
MN0409,2024-07-08,12:02:00,45.1484723,10.769926,
MN0022,2024-05-08,09:09:00,45.1483998,10.7709711,
MN0022,2024-05-08,09:38:00,45.148493,10.7711808,
MN0022,2024-05-08,09:38:00,45.1484813,10.7712347,
MN0005,2024-07-08,13:14:00,45.1485253,10.7904525,
MN0409,2024-06-08,14:34:00,45.151484,10.7712321,
MN0022,2024-05-08,09:40:00,45.1484836,10.7712313,
MN0022,2024-05-08,09:57:00,45.1480513,10.771007,
MN0022,2024-05-08,10:03:00,45.1479401,10.7707567,
MN0022,2024-07-08,11:34:00,45.1452835,10.7636958,
MN0233,2024-05-08,10:14:00,45.1543574,10.7946668,
MN0386,2024-05-08,09:27:00,45.1522666,10.7962885,
MN0386,2024-08-08,10:07:00,45.1520877,10.7999401,
MN0005,2024-07-08,15:03:00,45.1492447,10.7888253,
MN0386,2024-08-08,08:10:00,45.1538998,10.7975785,
MN0525,2024-08-08,12:07:00,45.1458198,10.8017144,
MN0022,2024-03-08,11:09:00,45.1458681,10.7690057,
MN0022,2024-05-08,10:23:00,45.147739,10.770355,
MN0022,2024-05-08,08:59:00,45.1479287,10.7704669,
MN0022,2024-05-08,09:00:00,45.1479287,10.7704669,
MN0022,2024-05-08,10:37:00,45.1473265,10.7701075,
MN0022,2024-05-08,08:47:00,45.1472204,10.7697531,
MN0022,2024-05-08,08:46:00,45.1472103,10.7697502,
MN0022,2024-05-08,11:20:00,45.1466036,10.7696728,
MN0022,2024-05-08,11:19:00,45.1466036,10.7696728,
MN0022,2024-05-08,11:08:00,45.1465204,10.7693533,
MN0022,2024-05-08,08:37:00,45.1471609,10.7688748,
MN0022,2024-05-08,08:31:00,45.1469493,10.768793,
MN0022,2024-05-08,08:28:00,45.1468649,10.7687703,
MN0022,2024-05-08,08:12:00,45.146605,10.7689285,
MN0022,2024-05-08,08:09:00,45.1464191,10.7690541,
MN0022,2024-05-08,08:07:00,45.1464597,10.7690952,
MN0409,2024-08-08,13:19:00,45.1503843,10.7637106,
MN0022,2024-05-08,08:01:00,45.1462911,10.7691014,
MN0022,2024-06-08,10:45:00,45.1439589,10.7682303,
MN0386,2024-07-08,09:40:00,45.1509066,10.7972586,
MN0386,2024-09-08,09:31:00,45.1534097,10.7962599,
MN0022,2024-06-08,08:04:00,45.1454595,10.7699452,
MN0022,2024-06-08,08:05:00,45.1454595,10.7699452,
MN0022,2024-06-08,08:06:00,45.1454595,10.7699452,
MN0022,2024-06-08,08:06:00,45.1454595,10.7699452,
MN0022,2024-05-08,15:01:00,45.1453683,10.7695894,
MN0022,2024-06-08,08:10:00,45.1457763,10.7695906,
MN0022,2024-06-08,08:22:00,45.1412977,10.7680874,
MN0022,2024-06-08,10:18:00,45.1446869,10.7683229,
MN0022,2024-06-08,08:27:00,45.1453424,10.7690712,
MN0022,2024-06-08,08:36:00,45.1456176,10.7683496,
MN0022,2024-06-08,09:02:00,45.1449514,10.7688485,
MN0409,2024-05-08,14:36:00,45.1253113,10.8673534,
MN0409,2024-05-08,13:37:00,45.1271823,10.8682668,
MN0022,2024-06-08,09:05:00,45.1449821,10.7688107,
MN0409,2024-05-08,13:05:00,45.1298093,10.8677595,
MN0409,2024-05-08,12:51:00,45.1279388,10.8666865,
MN0022,2024-06-08,08:59:00,45.1449868,10.7688105,
MN0022,2024-06-08,12:02:00,45.1431955,10.7685279,
MN0386,2024-09-08,11:48:00,45.1531641,10.7959602,
MN0386,2024-05-08,10:54:00,45.1487396,10.7940531,
MN0022,2024-09-08,07:58:00,45.1485823,10.7676357,
MN0386,2024-07-08,11:23:00,45.1488967,10.7971849,
MN0386,2024-07-08,10:18:00,45.1506636,10.7965099,
MN0022,2024-06-08,09:19:00,45.1451503,10.76818,
MN0409,2024-05-08,09:30:00,45.1219701,10.8618547,
MN0022,2024-06-08,09:18:00,45.1451503,10.76818,
MN0409,2024-05-08,09:57:00,45.1220701,10.8611097,
MN0022,2024-06-08,09:11:00,45.1450683,10.7683046,
MN0409,2024-05-08,10:06:00,45.12196,10.8604795,
MN0022,2024-06-08,09:32:00,45.1447895,10.7679872,
MN0233,2024-07-08,16:58:00,45.1373692,10.8794148,
MN0233,2024-07-08,14:33:00,45.137573,10.8750728,
MN0409,2024-05-08,10:46:00,45.1220604,10.8622352,
MN0022,2024-06-08,10:35:00,45.1442189,10.7683268,
MN0022,2024-06-08,10:44:00,45.1439407,10.7681407,
MN0233,2024-07-08,14:53:00,45.1372238,10.8764093,
MN0022,2024-06-08,11:50:00,45.1445747,10.7688991,
MN0233,2024-07-08,15:15:00,45.1372066,10.8772572,
MN0022,2024-06-08,11:45:00,45.1442306,10.7690069,
MN0233,2024-07-08,15:33:00,45.1386313,10.8760779,
MN0022,2024-06-08,12:00:00,45.1433197,10.7683956,
MN0233,2024-07-08,15:38:00,45.1385917,10.8763636,
MN0022,2024-06-08,12:32:00,45.1430652,10.768314,
MN0022,2024-06-08,12:34:00,45.1430619,10.7682736,
MN0022,2024-06-08,12:24:00,45.1428645,10.7677826,
MN0022,2024-06-08,12:13:00,45.1433158,10.7675841,
MN0409,2024-06-08,08:45:00,45.1495176,10.7730045,
MN0386,2024-06-08,09:54:00,45.1496099,10.7950499,
MN0022,2024-06-08,08:42:00,45.1456123,10.7683176,
MN0233,2024-07-08,10:20:00,45.1477419,10.8606561,
MN0409,2024-08-08,08:45:00,45.1502893,10.7646741,
MN0022,2024-07-08,09:35:00,45.1438924,10.7608968,
MN0022,2024-07-08,09:34:00,45.1438924,10.7608968,
MN0022,2024-07-08,09:18:00,45.1437669,10.761268,
MN0022,2024-07-08,08:30:00,45.1415149,10.7651875,
MN0022,2024-06-08,12:16:00,45.1433837,10.767347,
MN0022,2024-06-08,12:16:00,45.1433388,10.7672669,
MN0022,2024-06-08,12:19:00,45.1430971,10.7673846,
MN0022,2024-07-08,14:45:00,45.1420987,10.7686094,
MN0022,2024-07-08,14:39:00,45.142381,10.7684212,
MN0005,2024-08-08,09:34:00,45.1484575,10.7931248,
MN0022,2024-07-08,14:36:00,45.142381,10.7684212,
MN0022,2024-07-08,14:10:00,45.1428276,10.7671904,
MN0022,2024-07-08,13:57:00,45.1436482,10.7682373,
MN0409,2024-09-08,09:53:00,45.1542672,10.7500278,
MN0409,2024-09-08,09:58:00,45.1538058,10.7496417,
MN0409,2024-09-08,11:10:00,45.1506825,10.7536642,
MN0409,2024-09-08,11:22:00,45.1506829,10.7536609,
MN0409,2024-09-08,11:29:00,45.1507797,10.7541514,
MN0409,2024-09-08,11:34:00,45.1504374,10.7540135,
MN0409,2024-09-08,11:35:00,45.150408,10.7539961,
MN0409,2024-09-08,10:43:00,45.1528599,10.7501444,
MN0409,2024-09-08,12:25:00,45.1448996,10.7605943,
MN0409,2024-06-08,11:39:00,45.1505994,10.7709375,
MN0409,2024-07-08,08:26:00,45.1498978,10.7700192,
MN0536,2024-07-08,10:10:00,45.1435561,10.8004782,
MN0386,2024-08-08,09:58:00,45.15192,10.8005488,
MN0005,2024-08-08,14:01:00,45.1510354,10.7928899,
MN0409,2024-09-08,11:58:00,45.1481002,10.7567168,
MN0409,2024-09-08,13:21:00,45.1431282,10.7649191,
MN0525,2024-08-08,11:49:00,45.145663,10.8015243,
MN0409,2024-09-08,13:30:00,45.1439467,10.7642069,
MN0409,2024-09-08,13:35:00,45.1439836,10.7640405,
MN0409,2024-09-08,14:04:00,45.1425547,10.7663406,
MN0409,2024-09-08,14:06:00,45.1429636,10.766029,
MN0409,2024-09-08,13:44:00,45.1438718,10.7641851,
MN0386,2024-07-08,09:52:00,45.150825,10.7982582,
MN0022,2024-09-08,12:49:00,45.1439676,10.7679867,
MN0022,2024-09-08,13:20:00,45.1437229,10.7663222,
MN0022,2024-09-08,13:14:00,45.1439676,10.7679867,
MN0022,2024-09-08,12:55:00,45.1439321,10.7660234,
MN0022,2024-09-08,13:00:00,45.1430849,10.7655365,
MN0022,2024-08-08,11:31:00,45.1453964,10.7665292,
MN0022,2024-08-08,11:23:00,45.1451587,10.767329,
MN0022,2024-08-08,11:24:00,45.1451587,10.767329,
MN0022,2024-08-08,10:35:00,45.1451249,10.7654891,
MN0022,2024-08-08,10:32:00,45.1451108,10.7659741,
MN0233,2024-07-08,13:07:00,45.1219,10.8690245,
MN0409,2024-09-08,12:41:00,45.1441244,10.7611042,
MN0005,2024-05-08,09:12:00,45.1492419,10.7877273,
MN0022,2024-08-08,10:56:00,45.1442093,10.7646012,
MN0409,2024-06-08,10:16:00,45.1534113,10.7726273,
MN0409,2024-06-08,10:06:00,45.1528951,10.7723437,
MN0022,2024-09-08,08:10:00,45.1491738,10.7679687,
MN0409,2024-06-08,10:00:00,45.1470596,10.7665579,
MN0022,2024-09-08,08:52:00,45.1513852,10.7686852,
MN0409,2024-06-08,08:18:00,45.1490347,10.7706586,
MN0022,2024-09-08,08:46:00,45.1514752,10.7685239,
MN0409,2024-06-08,09:32:00,45.1509318,10.7723554,
MN0409,2024-08-08,10:48:00,45.1502948,10.767009,
MN0409,2024-06-08,09:32:00,45.1509501,10.7723639,
MN0409,2024-08-08,10:44:00,45.1503563,10.7669162,
MN0022,2024-07-08,11:45:00,45.1460443,10.7641616,
MN0409,2024-06-08,09:06:00,45.1495278,10.7723872,
MN0022,2024-07-08,11:39:00,45.1455839,10.7637602,
MN0022,2024-07-08,12:51:00,45.1444601,10.7633373,
MN0022,2024-07-08,12:49:00,45.144449,10.7635232,
MN0022,2024-07-08,13:00:00,45.1444363,10.7632764,
MN0409,2024-06-08,15:07:00,45.152583,10.7720343,
MN0022,2024-07-08,11:01:00,45.1449662,10.7619911,
MN0022,2024-08-08,08:37:00,45.1460027,10.7623974,
MN0409,2024-07-08,08:56:00,45.1497529,10.7708819,
MN0409,2024-06-08,13:18:00,45.1498468,10.7713569,
MN0409,2024-07-08,08:05:00,45.151299,10.7716436,
MN0022,2024-08-08,09:06:00,45.1453036,10.7619284,
MN0022,2024-08-08,09:24:00,45.145504,10.7608394,
MN0409,2024-07-08,09:56:00,45.150875,10.7717255,
MN0022,2024-08-08,09:03:00,45.1455703,10.7614475,
MN0409,2024-07-08,08:42:00,45.1494897,10.7700528,
MN0233,2024-08-08,10:47:00,45.1491886,10.7930945,
MN0525,2024-08-08,09:56:00,45.1475263,10.7993999,
MN0525,2024-08-08,15:30:00,45.1450384,10.8015735,
MN0536,2024-07-08,15:17:00,45.1451911,10.8025632,
MN0386,2024-05-08,10:09:00,45.1507799,10.7961003,
MN0409,2024-05-08,09:56:00,45.1221255,10.8613679,
MN0386,2024-07-08,12:06:00,45.1493799,10.79664,
MN0022,2024-07-08,14:52:00,45.1455485,10.7601619,
MN0022,2024-07-08,08:44:00,45.1414997,10.7566312,
MN0022,2024-05-08,15:08:00,45.1457613,10.768799,
MN0022,2024-09-08,12:27:00,45.1466151,10.7651063,
MN0409,2024-08-08,09:41:00,45.1505718,10.7640451,
MN0386,2024-09-08,12:59:00,45.1473928,10.7962298,
MN0022,2024-09-08,07:57:00,45.1486117,10.7677055,
MN0409,2024-09-08,12:16:00,45.1461964,10.7579765,
MN0233,2024-05-08,11:23:00,45.1549665,10.7959124,
MN0386,2024-08-08,09:24:00,45.150365,10.7990522,
MN0022,2024-08-08,12:08:00,45.1494253,10.7714898,
MN0409,2024-07-08,09:35:00,45.1489902,10.7706131,
MN0409,2024-07-08,09:34:00,45.1490212,10.7706244,
MN0409,2024-07-08,09:27:00,45.1491837,10.7702274,
MN0409,2024-07-08,10:48:00,45.1484618,10.769383,
MN0409,2024-07-08,10:54:00,45.1484533,10.7696965,
MN0409,2024-07-08,11:05:00,45.1485764,10.7704703,
MN0409,2024-07-08,11:04:00,45.1485955,10.7704607,
MN0409,2024-07-08,11:02:00,45.1485029,10.7703006,
MN0409,2024-07-08,11:38:00,45.1478554,10.7696965,
MN0409,2024-07-08,11:26:00,45.1477395,10.7696228,
MN0409,2024-07-08,11:24:00,45.1478561,10.7696048,
MN0022,2024-05-08,09:11:00,45.1484062,10.770879,
MN0022,2024-05-08,09:42:00,45.1484235,10.7711862,
MN0022,2024-05-08,09:54:00,45.14776,10.771318,
MN0022,2024-05-08,10:02:00,45.1479029,10.7706764,
MN0022,2024-05-08,10:22:00,45.1477383,10.7703485,
MN0022,2024-05-08,10:27:00,45.1474768,10.7700377,
MN0022,2024-05-08,08:48:00,45.1472204,10.7697531,
MN0386,2024-07-08,11:12:00,45.1488867,10.7969241,
MN0536,2024-08-08,10:57:00,45.1466967,10.801411,
MN0233,2024-05-08,13:13:00,45.1532077,10.795066,
MN0386,2024-07-08,14:20:00,45.1501349,10.7999023,
MN0386,2024-06-08,10:00:00,45.1496352,10.7951914,
MN0386,2024-06-08,09:52:00,45.149658,10.7951887,
MN0536,2024-07-08,11:01:00,45.1441639,10.8001562,
MN0525,2024-08-08,09:54:00,45.1475478,10.7995992,
MN0536,2024-07-08,08:22:00,45.1440831,10.7993272,
MN0386,2024-05-08,12:11:00,45.14944,10.7942365,
MN0022,2024-05-08,11:13:00,45.1467384,10.7698374,
MN0022,2024-05-08,08:53:00,45.1472998,10.769331,
MN0022,2024-05-08,08:30:00,45.1469386,10.7687768,
MN0022,2024-05-08,08:24:00,45.1467393,10.768833,
MN0022,2024-05-08,08:13:00,45.146605,10.7689285,
MN0022,2024-06-08,08:22:00,45.1412977,10.7680874,
MN0022,2024-06-08,08:18:00,45.1453584,10.7691073,
MN0022,2024-06-08,08:38:00,45.1455109,10.7684138,
MN0005,2024-08-08,10:01:00,45.1482523,10.7938987,
MN0022,2024-06-08,08:37:00,45.1456176,10.7683496,
MN0022,2024-06-08,08:35:00,45.1456091,10.7683172,
MN0022,2024-09-08,12:14:00,,,
MN0022,2024-06-08,09:44:00,45.1441002,10.7678904,
MN0022,2024-06-08,09:46:00,45.1440929,10.7678116,
MN0022,2024-06-08,10:10:00,45.1445896,10.7685251,
MN0022,2024-06-08,10:52:00,45.1440742,10.7680879,
MN0022,2024-06-08,11:34:00,45.1442516,10.7682734,
MN0022,2024-06-08,11:19:00,45.1435247,10.767726,
MN0022,2024-06-08,11:10:00,45.1436319,10.7682061,
MN0022,2024-06-08,12:34:00,45.1429978,10.7681702,
MN0022,2024-06-08,12:05:00,45.1412977,10.7680874,
MN0022,2024-08-08,08:16:00,45.1469937,10.7614545,
MN0022,2024-03-08,11:04:00,45.1458266,10.769072,
MN0536,2024-07-08,16:06:00,45.1448475,10.8024304,
MN0536,2024-08-08,16:13:00,45.1466321,10.7979854,
MN0233,2024-06-08,09:35:00,45.1554992,10.7947693,
MN0022,2024-07-08,12:08:00,45.1517872,10.7693051,
MN0386,2024-09-08,12:23:00,45.1542032,10.7968186,
MN0386,2024-07-08,10:42:00,45.1510109,10.793375,
MN0386,2024-09-08,11:00:00,45.1546445,10.7969365,
MN0233,2024-05-08,13:16:00,45.1531135,10.7953169,
MN0022,2024-06-08,12:33:00,45.1429908,10.7681752,
MN0409,2024-06-08,11:47:00,45.1505994,10.7709375,
MN0022,2024-07-08,10:33:00,45.1469411,10.7643036,
MN0022,2024-07-08,10:37:00,45.1478692,10.764261,
MN0022,2024-07-08,11:30:00,45.1452138,10.7634962,
MN0022,2024-07-08,12:53:00,45.1444052,10.7634477,
MN0022,2024-07-08,12:42:00,45.1442504,10.7635114,
MN0022,2024-07-08,10:58:00,45.1452386,10.7619124,
MN0022,2024-08-08,08:36:00,45.1460872,10.76249,
MN0022,2024-08-08,09:15:00,45.1450548,10.7615268,
MN0022,2024-08-08,09:13:00,45.1448963,10.7612125,
MN0386,2024-08-08,11:11:00,45.1518822,10.7997439,
MN0525,2024-08-08,09:53:00,45.1475269,10.7993949,
MN0386,2024-05-08,11:02:00,45.1489905,10.7939619,
MN0233,2024-07-08,13:27:00,45.1364553,10.8763139,
MN0409,2024-08-08,10:28:00,45.1479252,10.7605613,
MN0386,2024-05-08,11:59:00,45.1492877,10.7942018,
MN0409,2024-09-08,08:00:00,45.1330268,10.7508325,
MN0022,2024-07-08,08:48:00,45.1414997,10.7566312,
MN0022,2024-07-08,07:52:00,45.1422591,10.7647986,
MN0022,2024-06-08,12:27:00,45.1412977,10.7680874,
MN0525,2024-08-08,10:06:00,45.1474105,10.7993513,
MN0409,2024-05-08,13:20:00,45.125725,10.8666407,
MN0005,2024-05-08,09:24:00,45.1492544,10.7874921,
MN0525,2024-08-08,14:10:00,45.1439517,10.8013301,
MN0409,2024-06-08,10:47:00,45.1483367,10.7718891,
MN0536,2024-08-08,09:22:00,45.1475175,10.7974413,
MN0022,2024-05-08,10:49:00,45.1469189,10.7700206,
MN0409,2024-05-08,14:56:00,45.1253113,10.8673534,
MN0386,2024-09-08,14:25:00,45.1448611,10.7961135,
MN0005,2024-08-08,08:58:00,45.1492176,10.7908917,
MN0536,2024-07-08,09:46:00,45.1437177,10.7988627,
MN0536,2024-07-08,12:59:00,45.1448778,10.8010304,
MN0386,2024-08-08,11:06:00,45.1519472,10.7999659,
MN0022,2024-08-08,12:57:00,45.1501959,10.7677505,
MN0005,2024-07-08,09:01:00,45.1491575,10.791721,
MN0409,2024-05-08,13:04:00,45.1297722,10.8676952,
MN0233,2024-08-08,13:51:00,45.149295,10.7924584,
MN0536,2024-07-08,16:30:00,45.1446224,10.8020821,
MN0005,2024-07-08,08:28:00,45.1498801,10.7882343,
MN0386,2024-09-08,12:32:00,45.1539547,10.7964722,
MN0536,2024-07-08,15:32:00,45.1448774,10.8027843,
MN0233,2024-08-08,15:18:00,45.1510109,10.793375,
MN0005,2024-07-08,13:44:00,45.1491475,10.789728,
MN0409,2024-08-08,13:03:00,45.1500571,10.7641066,
MN0022,2024-07-08,12:01:00,45.1520476,10.7690184,
MN0525,2024-08-08,11:06:00,45.1450517,10.7990692,
MN0409,2024-08-08,10:49:00,45.1502948,10.767009,
MN0386,2024-06-08,09:58:00,45.1496344,10.7951552,
MN0022,2024-09-08,09:47:00,45.1501043,10.7693393,
MN0022,2024-05-08,15:05:00,45.1458639,10.769232,
MN0233,2024-07-08,10:55:00,45.1360684,10.8800762,
MN0022,2024-06-08,08:24:00,45.1456129,10.7684783,
MN0525,2024-08-08,14:52:00,45.1454287,10.8009209,
MN0022,2024-06-08,10:16:00,45.1446833,10.7683595,
MN0409,2024-09-08,08:49:00,45.1490031,10.7646089,
MN0005,2024-05-08,12:02:00,45.1471525,10.7947388,
MN0409,2024-06-08,12:37:00,45.1507001,10.7725046,
MN0409,2024-06-08,16:12:00,45.1462715,10.7706742,
MN0386,2024-07-08,08:12:00,45.1515713,10.7967896,
MN0386,2024-09-08,12:13:00,45.1541516,10.79724,
MN0409,2024-09-08,13:59:00,45.1427265,10.7656743,
MN0525,2024-08-08,15:47:00,45.1437303,10.7984175,
MN0536,2024-07-08,15:38:00,45.144916,10.8028158,
MN0386,2024-08-08,09:45:00,45.1500271,10.8007576,
MN0409,2024-08-08,13:50:00,45.1499239,10.763246,
MN0536,2024-07-08,11:10:00,45.144613,10.800116,
MN0409,2024-08-08,11:17:00,45.1490347,10.7706586,
MN0022,2024-09-08,08:54:00,45.1512388,10.7687466,
MN0233,2024-07-08,12:15:00,45.1369014,10.8773941,
MN0386,2024-07-08,11:59:00,45.1493992,10.796806,
MN0525,2024-08-08,13:51:00,45.1436415,10.8009283,
MN0005,2024-08-08,09:12:00,45.1490693,10.7912812,
MN0386,2024-07-08,14:18:00,45.1501425,10.8000067,
MN0005,2024-08-08,08:38:00,45.1496421,10.791014,
MN0386,2024-06-08,08:09:00,45.147897,10.7953088,
MN0386,2024-09-08,08:42:00,45.1550164,10.7978818,
MN0386,2024-06-08,08:12:00,45.1479332,10.7953625,
MN0233,2024-05-08,16:57:00,45.1416469,10.8663655,
MN0233,2024-06-08,13:25:00,45.1626449,10.8250719,
MN0409,2024-07-08,13:36:00,45.1504464,10.7719934,
MN0409,2024-07-08,13:35:00,45.1504464,10.7719934,
MN0386,2024-09-08,11:43:00,45.1535101,10.7963773,
MN0022,2024-08-08,12:53:00,45.1505652,10.7674431,
MN0386,2024-09-08,11:37:00,45.1536638,10.7964451,
MN0005,2024-07-08,09:04:00,45.1492217,10.7916986,
MN0409,2024-09-08,08:49:00,45.1490928,10.764506,
MN0005,2024-07-08,08:31:00,45.1496342,10.7888646,
MN0022,2024-07-08,08:33:00,45.1415149,10.7651875,
MN0386,2024-05-08,11:11:00,45.1491113,10.794104,
MN0022,2024-09-08,08:51:00,45.1513598,10.7686927,
MN0022,2024-05-08,11:19:00,45.1466036,10.7696728,
MN0386,2024-09-08,12:50:00,45.151746,10.7995152,
MN0022,2024-08-08,10:03:00,45.1449528,10.7648222,
MN0022,2024-05-08,08:14:00,45.146605,10.7689285,
MN0409,2024-08-08,08:52:00,45.1504532,10.7644091,
MN0022,2024-07-08,14:21:00,45.142702,10.7674665,
MN0386,2024-09-08,10:38:00,45.1546295,10.7965466,
MN0005,2024-07-08,16:37:00,45.1490101,10.7899323,
MN0409,2024-08-08,08:12:00,45.1499674,10.7657186,
MN0409,2024-07-08,10:56:00,45.1484932,10.7696601,
MN0409,2024-06-08,11:51:00,45.1505298,10.7707291,
MN0409,2024-09-08,14:11:00,45.1430543,10.7651478,
MN0386,2024-07-08,08:42:00,45.1520778,10.7965798,
MN0409,2024-09-08,08:16:00,45.1330382,10.7517897,
MN0409,2024-06-08,10:33:00,45.1489948,10.7720805,
MN0409,2024-06-08,16:00:00,45.1463605,10.770035,
MN0536,2024-07-08,11:08:00,45.1447094,10.8000651,
MN0386,2024-08-08,10:05:00,45.1520877,10.7999385,
MN0022,2024-06-08,12:19:00,45.1430971,10.7673846,
MN0386,2024-06-08,08:17:00,45.1479864,10.7951813,
MN0005,2024-08-08,09:23:00,45.1489681,10.7918005,
MN0022,2024-07-08,14:17:00,45.1427832,10.7672882,
MN0233,2024-05-08,17:41:00,45.1403132,10.8601785,
MN0022,2024-08-08,11:12:00,45.1452343,10.7643008,
MN0022,2024-05-08,15:06:00,45.1458801,10.7692468,
MN0005,2024-08-08,11:08:00,45.1509467,10.7919292,
MN0409,2024-09-08,11:06:00,45.1502882,10.7526044,
MN0409,2024-06-08,15:09:00,45.152591,10.7720178,
MN0022,2024-05-08,08:18:00,45.1467427,10.7688645,
MN0409,2024-08-08,08:22:00,45.1497453,10.7660923,
MN0525,2024-08-08,08:55:00,45.1462255,10.7995714,
MN0005,2024-07-08,09:28:00,45.1499007,10.7879994,
MN0525,2024-08-08,13:45:00,45.143633,10.8013311,
MN0386,2024-05-08,09:19:00,45.1523526,10.796165,
MN0386,2024-09-08,08:28:00,45.154198,10.7972118,
MN0005,2024-05-08,11:57:00,45.1471482,10.7947993,
MN0536,2024-07-08,11:03:00,45.144166,10.8001131,
MN0536,2024-07-08,10:11:00,45.1435473,10.8005044,
MN0022,2024-06-08,12:24:00,45.1429605,10.7680671,
MN0525,2024-08-08,11:22:00,45.1452154,10.8001019,
MN0022,2024-08-08,12:40:00,45.1503509,10.7684291,
MN0525,2024-08-08,11:40:00,45.1455781,10.8011878,
MN0409,2024-08-08,13:31:00,45.1502558,10.7631436,
MN0022,2024-06-08,08:37:00,45.1455809,10.7683742,
MN0022,2024-07-08,14:03:00,45.1412977,10.7680874,
MN0233,2024-05-08,10:55:00,45.1538388,10.7959157,
MN0409,2024-09-08,14:43:00,45.1447842,10.7964627,
MN0022,2024-07-08,08:07:00,45.1421743,10.764847,
MN0525,2024-07-29,16:06:00,45.1450598,10.77359,
MN0022,2024-08-08,12:51:00,45.1505201,10.7673871,
MN0525,2024-08-08,08:17:00,45.1452841,10.7995144,
MN0536,2024-08-08,14:40:00,45.1429542,10.8003554,
MN0233,2024-08-08,12:15:00,45.1495421,10.7927586,
MN0022,2024-06-08,11:26:00,45.1438266,10.767966,
MN0409,2024-06-08,10:33:00,45.1489948,10.7720805,
MN0409,2024-07-08,13:49:00,45.1500998,10.7716826,
MN0022,2024-06-08,11:09:00,45.1436471,10.7681336,
MN0233,2024-07-08,13:09:00,45.1433052,10.8615885,
MN0022,2024-03-08,11:08:00,45.1458177,10.7690799,
MN0233,2024-05-08,12:13:00,45.1547055,10.795261,
MN0409,2024-05-08,14:28:00,45.1215714,10.8662901,
MN0409,2024-07-08,11:11:00,45.1481652,10.7701367,
MN0409,2024-08-08,12:45:00,45.1498818,10.7639923,
MN0233,2024-08-08,10:06:00,45.1513008,10.7920789,
MN0022,2024-09-08,11:34:00,45.1460908,10.7660512,
MN0536,2024-08-08,09:38:00,45.147231,10.7971001,
MN0386,2024-07-08,09:12:00,45.151913,10.7968183,
MN0409,2024-06-08,16:06:00,45.1463646,10.7700256,
MN0409,2024-06-08,12:58:00,45.1498837,10.771337,
MN0409,2024-07-08,10:55:00,45.1484533,10.7696965,
MN0005,2024-05-08,11:49:00,45.1473496,10.7950449,
MN0022,2024-07-08,09:31:00,45.1438924,10.7608968,
MN0005,2024-08-08,08:31:00,45.1501207,10.793408,
MN0525,2024-08-08,12:46:00,45.1446911,10.7981948,
MN0536,2024-08-08,10:19:00,45.1479328,10.7965165,
MN0233,2024-08-08,12:42:00,45.1490309,10.7921576,
MN0409,2024-08-08,13:32:00,45.1502558,10.7631436,
MN0386,2024-09-08,13:07:00,45.1461237,10.7957378,
MN0409,2024-08-08,09:08:00,45.1508602,10.7644469,
MN0409,2024-09-08,11:23:00,45.1506829,10.7536609,
